1430,F A GUADALAJARA 3 DE MARZO,01225 - GDL_GD3M_3 DE MARZO_01225,GD3M,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,PATRIA,,1334 ,VILLA UNIVERSITARIA,ZAPOPAN,JALISCO,ZAPOPAN,PROVINCIA,BAJIO
2180,F A GUADALAJARA TECHNOLOGY PARK,01968 - GDL_GDTK_TECHNOLOGY PARK_01968,GDTK,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,N,CARRETERA A NOGALES,,5040,PLAZA GUADALUPE,GUADALAJARA,JALISCO,ZAPOPAN,PROVINCIA,BAJIO
2181,F A GUADALAJARA JARDINES DE CHAPALITA,01965 - GDL_GDJS_JARDINES DE CHAPALITA_01965,GDJS,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,AV. GUADALUPE,,6266,RESIDENCIAL PLAZA GUADALUPE,ZAPOPAN,JALISCO,ZAPOPAN,PROVINCIA,BAJIO
2122,F A AGUASCALIENTES VILLA HIDALGO,01924 - AGS_AGVL_VILLA HIDALGO_01924,AGVL,Abierta,AGUASCALIENTES,AGUASCALIENTES,1,FARMACIAS DEL AHORRO,N,VENUSTIANO CARRANZA,,98,CENTRO,VILLA HIDALGO,JALISCO,VILLA HIDALGO,PROVINCIA,NORTE
1107,F A VILLA HIDALGO  VILLA HIDALGO PLAZA        C,01014 - AGS_AGVH_VILLA HIDALGO PLAZA_01014,AGVH,Cerrada,VILLA HIDALGO,AGUASCALIENTES,1,FARMACIAS DEL AHORRO,N,SILVESTRE BARAJAS,,7,ZONA CENTRO,,JALISCO,VILLA HIDALGO,PROVINCIA,NORTE
1270,F A JALISCO VILLA HIDALGO F,,FVHO,Cerrada,JALISCO,AGUASCALIENTES,159,FRANQ. FARMAJIS,N,VENUSTIANO CARRANZA,,98 ,VILLA HIDALGO CENTRO,VILLA HIDALGO,JALISCO,VILLA HIDALGO,PROVINCIA,NORTE
1128,F A AGUASCALIENTES VILLA HIDALGO I         C,01053 - AGS_AGH1_VILLA HIDALGO I_01053,AGH1,Cerrada,AGUASCALIENTES,AGUASCALIENTES,1,FARMACIAS DEL AHORRO,N,VENUSTIANO CARRANZA,,98,VILLA HIDALGO CENTRO,,JALISCO,VILLA HIDALGO,PROVINCIA,NORTE
2167,F A GUADALAJARA MONA ALFARERA,01907 - GDL_GDMN_MONA ALFARERA_01907,GDMN,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,ZARAGOZA,,430,TONALA CENTRO,TONALA,JALISCO,TONALA,PROVINCIA,BAJIO
2107,F A GUADALAJARA CAMICHINES,01874 - GDL_GDCM_CAMICHINES_01874,GDCM,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,AV PATRIA,,80,RESIDENCIAL PLAZA CAMICHINES,TONALA,JALISCO,TONALA,PROVINCIA,BAJIO
1353,F A GUADALAJARA TLAQUEPAQUE,01223 - GDL_GDTL_TLAQUEPAQUE_01223,GDTL,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,PROGRESO,,40 ,TLAQUEPAQUE CENTRO,TLAQUEPAQUE,JALISCO,TLAQUEPAQUE,PROVINCIA,BAJIO
1610,F A GUADALAJARA TOLUQUILLA,01510 - GDL_GDPT_PLAZA TOLUQUILLA_01510,GDPT,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,ADOLFO B. HORN,,72 ,TOLUQUILLA,TLAQUEPAQUE,JALISCO,TLAQUEPAQUE,PROVINCIA,BAJIO
1647,F A GUADALAJARA REAL A COLIMA,01599 - GDL_GDRC_REAL A COLIMA_01599,GDRC,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,PROLONGACION COLON SUR,,5972 ,SANTA MARIA TEQUEPEXPAN,TLAQUEPAQUE,JALISCO,TLAQUEPAQUE,PROVINCIA,BAJIO
1830,F A GUADALAJARA SANTA ROSALIA,01662 - GDL_GDSR_SANTA ROSALIA_01662,GDSR,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,SANTA ROSALIA,,1420,RESIDENCIAL LA SOLEDAD,TLAQUEPAQUE,JALISCO,TLAQUEPAQUE,PROVINCIA,BAJIO
2003,F A GUADALAJARA TLAQUEPAQUE NIÑOS HEROES,01838 - GDL_GDTU_TLAQUEPAQUE NIÑOS HEROES_01838,GDTU,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,AV NIÑOS HEROES,,397,LA CAPACHA,TLAQUEPAQUE,JALISCO,TLAQUEPAQUE,PROVINCIA,BAJIO
1943,F A GUADALAJARA MARCOS MONTERO (CANCELADA),01339 - GDL_GDMM_MARCOS MONTERO_01339,GDMM,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,N,A,,A ,ALAMO,TLAQUEPAQUE,JALISCO,TLAQUEPAQUE,PROVINCIA,BAJIO
1436,F A GUADALAJARA LA RIOJA,01251 - GDL_GDLR_LA RIOJA_01251,GDLR,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,LOPEZ MATEOS SUR,,7000 C ,LOS GAVILANES PONIENTE,TLAJOMULCO DE ZUÑIGA,JALISCO,TLAJOMULCO DE ZUÑIGA,PROVINCIA,BAJIO
1827,F A GUADALAJARA ESPACIO SUR,01622 - GDL_GDEU_ESPACIO SUR_01622,GDEU,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,PROLONGACION AV LOPEZ MATEOS SUR,,7125 A,SAN AGUSTIN,TLAJOMULCO DE ZUÑIGA,JALISCO,TLAJOMULCO DE ZUÑIGA,PROVINCIA,BAJIO
2238,F A GUADALAJARA VILLA CALIFORNIA,01981 - GDL_GDVC_VILLA CALIFORNIA_01981,GDVC,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,AV. LOPEZ MATEOS SUR,1,1200,SAN AGUSTIN,TLAJOMULCO DE ZUÑIGA,JALISCO,TLAJOMULCO DE ZUÑIGA,PROVINCIA,BAJIO
2344,F A GUADALAJARA PUENTE EL PALOMAR,02104 - GDN_GDEN_PUENTE EL PALOMAR_02104,GDEN,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,AV LOPEZ MATEOS,,1307,EL CAMPANARIO,TLACOMULCO DE ZUÑIGA,JALISCO,TLAJOMULCO DE ZUÑIGA,PROVINCIA,BAJIO
1407,F A TEPATITLAN TEPATITLAN,01332 - GDL_GDTE_TEPATITLAN_01332,GDTE,Cerrada,TEPATITLAN,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,BLVD ANACLETO GLEZ FLORES,,630,COMERCIAL DEL SUR,TEPATITLAN DE MORELOS,JALISCO,TEPATITLAN DE MORELOS,PROVINCIA,BAJIO
1102,F A JALISCO TEOCALTICHE,01013 - AGS_AGTO_TEOCALTICHE_01013,AGTO,Abierta,TEOCALTICHE,AGUASCALIENTES,1,FARMACIAS DEL AHORRO,N,HIDALGO,,111,CENTRO,TEOCALTICHE,JALISCO,TEOCALTICHE,PROVINCIA,NORTE
1356,F A TALA TALA          F,,FTAL,Cerrada,TALA,GUADALAJARA,172,FRANQ. MEDICA,N,REFORMA,302,2,TALA CENTRO,TALA,JALISCO,TALA,PROVINCIA,BAJIO
1540,F A GUADALAJARA TALA,01538 - GDL_GDTA_TALA_01538,GDTA,Abierta,TALA,GUADALAJARA,1,FARMACIAS DEL AHORRO,N,REFORMA,,2 ,TALA CENTRO,TALA,JALISCO,TALA,PROVINCIA,BAJIO
1101,F A JALISCO REGINA,01010 - AGS_AGRG_REGINA_01010,AGRG,Abierta,SAN JUAN DE LOS LAGOS,AGUASCALIENTES,1,FARMACIAS DEL AHORRO,N,PLAZA PRINCIPAL,,2,CENTRO,SAN JUAN DE LOS LAGOS,JALISCO,SAN JUAN DE LOS LAGOS,PROVINCIA,NORTE
752,F A SAN JUAN DE LOS LAGOS SAN JUAN DE LOS LAGOS C,00706 - AGS_AGSS_SAN JUAN DE LOS LAGOS_00706,AGSS,Cerrada,SAN JUAN DE LOS LAGOS,AGUASCALIENTES,1,FARMACIAS DEL AHORRO,N,BENITO JUAREZ,,40,SAN JUAN DE LOS LAGOS CENTRO,SAN JUAN DE LOS LAGOS,JALISCO,SAN JUAN DE LOS LAGOS,PROVINCIA,NORTE
635,F A AGUASCALIENTES SAN JUAN DE LOS LAGOS    C,,F0FL,Cerrada,AGUASCALIENTES,AGUASCALIENTES,79,FRANQ. SAN JUAN DE LOS LAGOS,N,JUAREZ,,40,SAN JUAN DE LOS LAGOS CENTRO,SAN JUAN DE LOS LAGOS,JALISCO,SAN JUAN DE LOS LAGOS,PROVINCIA,NORTE
1480,F A PUERTO VALLARTA LEONA VICARIO,01384 - PVA_PVLV_LEONA VICARIO_01384,PVLV,Cerrada,PUERTO VALLARTA,PUERTO VALLARTA,1,FARMACIAS DEL AHORRO,S,JUAREZ,,769,PUERTO VALLARTA CENTRO,PUERTO VALLARTA,JALISCO,PUERTO VALLARTA,PROVINCIA,BAJIO
1476,F A PUERTO VALLARTA BAMBOO,01429 - PVA_PVBB_BAMBOO_01429,PVBB,Abierta,PUERTO VALLARTA,PUERTO VALLARTA,1,FARMACIAS DEL AHORRO,S,BLVD FRANCISCO MEDINA ASCENCIO ,,2740 ,ZONA HOTELERA NORTE,PUERTO VALLARTA,JALISCO,PUERTO VALLARTA,PROVINCIA,BAJIO
1477,F A PUERTO VALLARTA LA CUCHILLA,01373 - PVA_PVCU_LA CUCHILLA_01373,PVCU,Abierta,PUERTO VALLARTA,PUERTO VALLARTA,1,FARMACIAS DEL AHORRO,S,CARRETERA A TEPIC,,5393,LAS JUNTAS,PUERTO VALLARTA,JALISCO,PUERTO VALLARTA,PROVINCIA,BAJIO
1479,F A PUERTO VALLARTA LA MARINA,01385 - PVA_PVLM_LA MARINA_01385,PVLM,Abierta,PUERTO VALLARTA,PUERTO VALLARTA,1,FARMACIAS DEL AHORRO,S,BLVD FRANCISCO MEDINA ASCENCIO,,3951 ,MARINA VALLARTA,PUERTO VALLARTA,JALISCO,PUERTO VALLARTA,PROVINCIA,BAJIO
1583,F A PUERTO VALLARTA GAVIOTAS,01521 - PVA_PVGV_GAVIOTAS_01521,PVGV,Abierta,PUERTO VALLARTA,PUERTO VALLARTA,1,FARMACIAS DEL AHORRO,S,AVENIDA DE LOS TULES,,169 ,JARDINES DE VALLARTA,PUERTO VALLARTA,JALISCO,PUERTO VALLARTA,PROVINCIA,BAJIO
1784,DERMA PUERTO VALLARTA LA MARINA,,T058,Cerrada,PUERTO VALLARTA,PUERTO VALLARTA,183,FARMACIAS DERMATOLÓGICAS,N,BLVD FRANCISCO MEDINA ASCENCIO,LOCAL 7,3951,MARINA VALLARTA,,JALISCO,PUERTO VALLARTA,PROVINCIA,BAJIO
1949,F A PUERTO VALLARTA REVOLUCION,01386 - PVA_PVRV_REVOLUCION_01386,PVRV,Cerrada,PUERTO VALLARTA,PUERTO VALLARTA,1,FARMACIAS DEL AHORRO,N,A,,A ,PITILLAL CENTRO,PUERTO VALLARTA,JALISCO,PUERTO VALLARTA,PROVINCIA,BAJIO
1478,F A PUERTO VALLARTA FLUVIAL,01413 - PVA_PVFL_FLUVIAL_01413,PVFL,Abierta,PUERTO VALLARTA,PUERTO VALLARTA,1,FARMACIAS DEL AHORRO,S,AV FLUVIAL VALLARTA,,207 ,RESIDENCIAL FLUVIAL VALLARTA,PUERTO VALLARTA,JALISCO,PUERTO VALLARTA,PROVINCIA,BAJIO
2057,F A DERMA PUERTO VALLARTA LA MARINA,04161 - PVA_PVDM_PUERTO VALLARTA MARINA_04161,PVDM,Cerrada,PUERTO VALLARTA,PUERTO VALLARTA,1,FARMACIAS DEL AHORRO,N,AV. FCO M. ASCENCIO,LOCAL 7,3951,MARINA VALLARTA,PUERTO VALLARTA,JALISCO,PUERTO VALLARTA,PROVINCIA,BAJIO
692,F A OCOTLAN JALISCO OCOTLAN F,,F0MX,Cerrada,OCOTLAN JALISCO,GUADALAJARA,90,FRANQ. OCOTLAN  JALISCO,N,L VALLE ESQ MADERO,,299,CENTRO,OCOTLAN,JALISCO,OCOTLAN,PROVINCIA,BAJIO
2093,F A GUADALAJARA OCOTLAN,01877 - GDL_GDOC_OCOTLAN_01877,GDOC,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,N,FRANCISCO I MADERO,,299,OCOTLAN CENTRO,OCOTLAN,JALISCO,OCOTLAN,PROVINCIA,BAJIO
776,F A LAGOS DE MORENO LAGOS DE MORENO,00736 - LEO_LGLM_LAGOS DE MORENO_00736,LGLM,Abierta,LAGOS DE MORENO,LEON,1,FARMACIAS DEL AHORRO,N,31 DE MARZ0,,98,CENTRO,LAGOS DE MORENO,JALISCO,LAGOS DE MORENO,PROVINCIA,BAJIO
1111,F A LAGOS DE MORENO CONSTITUYENTES,01020 - LEO_LGCO_CONSTITUYENTES_01020,LGCO,Abierta,LAGOS DE MORENO,LEON,1,FARMACIAS DEL AHORRO,N,CONSTITUYENTES,,70,CENTRO,LAGOS DE MORENO,JALISCO,LAGOS DE MORENO,PROVINCIA,BAJIO
1110,F A LAGOS DE MORENO LAGOS,01019 - LEO_LGLA_LAGOS_01019,LGLA,Abierta,LAGOS DE MORENO,LEON,1,FARMACIAS DEL AHORRO,N,MIGUEL HIDALGO,,450,CENTRO,LAGOS DE MORENO,JALISCO,LAGOS DE MORENO,PROVINCIA,BAJIO
724,F A LAGOS DE MORENO LAGOS DE MORENO            FC,,F0MS,Cerrada,LAGOS DE MORENO,LEON,99,FRANQ. LAGOS DE MORENO,N,31 DE MARZO,,98,LAGOS DE MORENO CENTRO,JALISCO,JALISCO,LAGOS DE MORENO,PROVINCIA,BAJIO
721,F A LA BARCA LA BARCA                          FC,,F0LA,Cerrada,LA BARCA,AGUASCALIENTES,97,FRANQ. LA BARCA,N, MORELOS,,105,LA BARCA CENTRO,LA BARCA,JALISCO,LA BARCA,PROVINCIA,NORTE
1179,F A GUADALAJARA PABLO NERUDA,01070 - GDL_GDPN_PABLO NERUDA_01070,GDPN,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,PABLO NERUDA,,2557,PROVIDENCIA 1A 2A Y 3A SECCION,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1203,F A GUADALAJARA 7 COLINAS,01111 - GDL_GD7C_SIETE COLINAS_01111,GD7C,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,SIETE COLINAS,,1401,INDEPENDENCIA,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1234,F A GUADALAJARA ALVARO OBREGON         C,01137 - GDL_GDOB_ALVARO OBREGON_01137,GDOB,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,N,ALVARO OBREGON,,247 Y 249,SAN JUAN DE DIOS,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1171,F A GUADALAJARA LONGINOS CADENA,01062 - GDL_GDLO_LONGINOS CADENA_01062,GDLO,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,N,LONGINOS CADENA,,2452,LOMAS DE POLANCO,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1172,F A GUADALAJARA CAMARENA,01060 - GDL_GDCA_CAMARENA_01060,GDCA,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,AV JUAREZ,,852 ,GUADALAJARA CENTRO,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1235,F A GUADALAJARA MANUEL ACUÑA,01144 - GDL_GDMC_MANUEL ACUÑA_01144,GDMC,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,AV ADOLFO LOPEZ MATEOS,,559 ,ITALIA PROVIDENCIA,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1192,F A GUADALAJARA NUEVA GALICIA         C,01101 - GDL_GDNG_NUEVA GALICIA_01101,GDNG,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,N,16  DE SEPTIEMBRE,,501,GUADALAJARA CENTRO,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1205,F A GUADALAJARA PABLO CASALS,01119 - GDL_GDPC_PABLO CASALS_01119,GDPC,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,PABLO CASALS,,560 ,PRADOS DE PROVIDENCIA,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1177,F A GUADALAJARA AGUSTIN YAÑEZ,01072 - GDL_GDAY_AGUSTIN YAÑEZ_01072,GDAY,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,N,AV. CIRCUNVALACION AGUSTIN YAÑEZ,,2819 ,LOS ARCOS SUR,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1231,F A GUADALAJARA GARIBALDI,01132 - GDL_GDGA_GARIBALDI_01132,GDGA,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,AV AMERICAS,,243 ,LADRON DE GUEVARA,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1357,F A GUADALAJARA LITORAL        C,01282 - GDL_GDLI_LITORAL_01282,GDLI,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,N,LAPIZLAZULLI,S/N,2603,SANTA EDUWIGES,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1370,F A GUADALAJARA TLAJOMULCO         C,01254 - GDL_GDTJ_TLAJOMULCO CENTRO_01254,GDTJ,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,C JUAREZ SUR,,26,GUADALAJARA CENTRO,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1386,F A GUADALAJARA LAPIZLAZULLI,01252 - GDL_GDLZ_LAPIZLAZULLI_01252,GDLZ,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,LAPIZLAZULLI,,2490 ,BOSQUES DE LA VICTORIA,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1389,F A GUADALAJARA PRISCILIANO SANCHEZ,01319 - GDL_GDPS_PRISCILIANO SANCHEZ_01319,GDPS,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,PRISCILIANO SANCHEZ,,296 ,GUADALAJARA CENTRO,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1348,F A GUADALAJARA HIDALGO,01312 - GDL_GDHG_HIDALGO_01312,GDHG,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,AMERICAS,,46,AMERICANA,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1371,F A GUADALAJARA PLAZA TAPATIA         C,01306 - GDL_GDP1_PLAZA TAPATIA_01306,GDP1,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,CALZADA INDEPENDENCIA SUR,,4,GUADALAJARA CENTRO,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1374,F A GUADALAJARA BELISARIO PUERTO,01224 - GDL_GDBP_BELISARIO PUERTO_01224,GDBP,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,BELISARIO DOMINGUEZ,,1699 ,MONUMENTAL,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1302,F A GUADALAJARA ALCALDE,01203 - GDL_GDAL_ALCALDE_01203,GDAL,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,FIDEL VELAZQUEZ,,996 ,SANTA ELENA ALCALDE,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1364,F A GUADALAJARA PEDRO BUZETA         C,01317 - GDL_GDPB_PEDRO BUZETA_01317,GDPB,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,N,HERRERA Y CAIRO,,1545,SANTA TERESITA,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1388,F A GUADALAJARA NARANJITOS,01284 - GDL_GDNA_NARANJITOS_01284,GDNA,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,DIAMANTE,,2544,BOSQUES DE LA VICTORIA AMPLIAC,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1399,F A GUADALAJARA NORMALISTAS,01271 - GDL_GDNM_NORMALISTAS_01271,GDNM,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,CIRCUNVALACION  DIVICION DEL NORTE,,273,INDEPENDENCIA,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1405,F A GUADALAJARA FRAY ANTONIO DE SEGOVIA,01333 - GDL_GDFR_FRAY ANTONIO DE SEGOVIA_01333,GDFR,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,REVOLUCION,,1867 ,MEDRANO,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1409,F A GUADALAJARA JAVIER MINA         C,01235 - GDL_GDJV_JAVIER MINA_01235,GDJV,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,AV JUAN DE DIOS ROBLEDO,,112,SAN JUAN BOSCO,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1400,F A GUADALAJARA PASEO DE LOS ARTISTAS,01334 - GDL_GDAR_PASEO DE LOS ARTISTAS_01334,GDAR,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,CIRCUNVALACION ,,506 ,JARDINES ALCALDE,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1419,F A GUADALAJARA TERRANOVA,01347 - GDL_GDTR_TERRANOVA_01347,GDTR,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,TERRANOVA,,727 ,PRADOS DE PROVIDENCIA,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1422,F A GUADALAJARA PIRINEOS         C,01357 - GDL_GDPI_PIRINEOS_01357,GDPI,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,CALZADA INDEPENDENCIA NORTE,,1498,INDEPENDENCIA ORIENTE,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1424,F A GUADALAJARA ESTEBAN LOERA,01351 - GDL_GDEL_ESTEBAN LOERA_01351,GDEL,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,ESTEBAN LOERA,,199,SAN FELIPE DE JESUS,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1176,F A GUADALAJARA BELISARIO DOMINGUEZ,01073 - GDL_GDBD_BELISARIO DOMINGUEZ_01073,GDBD,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,N,BELISARIO DOMINGUEZ,,197 ,OLIMPICA,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1175,F A GUADALAJARA JOAQUIN AMARO         C,01092 - GDL_GDJN_JOAQUIN AMARO_01092,GDJN,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,N,JOAQUIN AMARO,,3293,POPULAR,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1449,F A GUADALAJARA COLONIAS,01340 - GDL_GDCO_COLONIAS_01340,GDCO,Cerrada,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,N,AVENIDA VALLARTA,,1352,AMERICANA,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1182,F A GUADALAJARA JUAN ALVAREZ,00974 - GDL_GDJA_JUAN ALVAREZ_00974,GDJA,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,N,AV ADOLFO LOPEZ MATEOS,,582 ,LADRON DE GUEVARA,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1232,F A GUADALAJARA EXPERIENCIA,01110 - GDL_GDEX_EXPERIENCIA_01110,GDEX,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,EXPERIENCIA,,2690 ,SANTA ELENA DE LA CRUZ,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1496,F A GUADALAJARA WASHINGTON,01408 - GDL_GDWS_WASHINGTON_01408,GDWS,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,AV CHAPULTEPEC,,736 ,MODERNA,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1613,F A GUADALAJARA LA PAZ,01205 - GDL_GDLP_LA PAZ_01205,GDLP,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,N,ENRIQUE DIAZ DE LEON,,456 ,AMERICANA,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1636,F A GUADALAJARA LEGALIDAD,01509 - GDL_GDLG_LEGALIDAD_01509,GDLG,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,LEGALIDAD,,21,LOMAS DE INDEPENDENCIA PONIENT,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1646,F A GUADALAJARA SANTA ISABEL,01530 - GDL_GDSI_SANTA ISABEL_01530,GDSI,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,AV RIO NILO,,7001 ,JARDINES DE LOS HISTORIADORES,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1648,F A GUADALAJARA UXMAL,01561 - GDL_GDUX_UXMAL_01561,GDUX,Abierta,GUADALAJARA,GUADALAJARA,1,FARMACIAS DEL AHORRO,S,CALZADA INDEPENDENCIA NTE,,2178 ,MONUMENTAL,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1675,DERMA GUADALAJARA PROVIDENCIA,,T005,Cerrada,GUADALAJARA,GUADALAJARA,183,FARMACIAS DERMATOLÓGICAS,N,MANUEL ACUÑA,LOCAL L9,2929,PRADOS DE PROVIDENCIA,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1676,DERMA GUADALAJARA JARDINES,,T007,Cerrada,GUADALAJARA,GUADALAJARA,183,FARMACIAS DERMATOLÓGICAS,N,NIÑOS HEROES,,2700,JARDINES DEL BOSQUE,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
1673,DERMA GUADALAJARA TLAQUEPAQUE,,T054,Cerrada,GUADALAJARA,GUADALAJARA,183,FARMACIAS DERMATOLÓGICAS,N,MARCELINO GARCIA BARRAGAN,29,2077 29,LOMAS DEL PARADERO,GUADALAJARA,JALISCO,GUADALAJARA,PROVINCIA,BAJIO
